NAME,LAT,LONG,LAMBDA_M,RHO,RHO_0,DELTA_RHO
SHANGRILA,9.8504171,200.5352394,2748.214872,1.98E-05,1.81E-06,10.94688361
SHANGRILA,9.8504171,216.6670608,4340.374471,3.13E-05,6.50E-07,48.06824049
SHANGRILA,9.8504171,217.2233305,5600.120951,3.14E-05,3.68E-07,85.31168703
SHANGRILA,9.8504171,217.7796002,6423.103109,3.08E-05,2.70E-07,113.9847506
SHANGRILA,9.8504171,218.3358699,4350.65592,2.78E-05,6.47E-07,43.05586927
FENSAL,9.8504171,278.9692677,6348.650073,1.52E-05,2.78E-07,54.88120751
FENSAL,9.8504171,279.5255374,5310.088294,2.55E-05,4.14E-07,61.55871399
FENSAL,9.8504171,291.2072012,2160.289319,2.42E-05,3.10E-06,7.811452061
FENSAL,9.8504171,291.7634709,2177.076667,1.57E-05,3.04E-06,5.149085357
FENSAL,9.8504171,292.3197406,2592.437205,2.90E-05,2.06E-06,14.09710319
FENSAL,9.8504171,292.8760103,2408.301224,9.60E-06,2.43E-06,3.966250601
FENSAL,9.8504171,293.43228,2232.536856,1.07E-05,2.88E-06,3.723987689
FENSAL,9.8504171,293.9885497,2192.337273,1.75E-05,3.00E-06,5.852062985
FENSAL,9.8504171,294.5448194,2349.245568,2.63E-05,2.57E-06,10.24778941
FENSAL,9.8504171,295.1010891,2430.337756,2.92E-05,2.38E-06,12.25486118
FENSAL,9.8504171,295.6573588,2481.865058,4.37E-05,2.27E-06,19.23704674
FENSAL,9.8504171,296.2136285,2163.710364,2.77E-05,3.09E-06,8.973224847
FENSAL,9.8504171,296.7698982,1830.219306,1.90E-05,4.49E-06,4.2405156
FENSAL,9.8504171,297.3261679,1978.298432,1.90E-05,3.77E-06,5.035555229
FENSAL,9.8504171,297.8824376,2383.126772,2.10E-05,2.49E-06,8.433891029
FENSAL,9.8504171,298.4387073,2219.82779,2.13E-05,2.91E-06,7.311581564
FENSAL,9.8504171,298.994977,2316.101891,2.78E-05,2.65E-06,10.48613867
FENSAL,9.8504171,299.5512467,1998.638993,1.44E-05,3.69E-06,3.903834419
FENSAL,9.8504171,300.1075164,2273.047186,2.18E-05,2.76E-06,7.894461676
FENSAL,9.8504171,300.6637861,2318.900895,1.30E-05,2.64E-06,4.912703341
FENSAL,9.8504171,301.2200558,2739.767994,2.41E-05,1.82E-06,13.24684587
FENSAL,9.8504171,301.7763256,2511.238526,2.21E-05,2.21E-06,9.99197567
FENSAL,9.8504171,302.3325953,2579.289643,1.03E-05,2.08E-06,4.952483459
FENSAL,9.8504171,302.888865,2532.442101,1.22E-05,2.17E-06,5.60056539
FENSAL,9.8504171,303.4451347,3405.28274,1.91E-05,1.12E-06,17.04375728
FENSAL,9.8504171,304.0014044,8783.472352,4.92E-05,1.34E-07,366.3016633
FENSAL,9.8504171,304.5576741,2576.325006,1.65E-05,2.09E-06,7.894524943
FENSAL,9.8504171,305.1139438,2838.531052,1.14E-05,1.68E-06,6.75277239
FENSAL,9.8504171,305.6702135,2389.243709,1.53E-05,2.47E-06,6.184856131
FENSAL,9.8504171,306.2264832,2182.308861,2.10E-05,3.03E-06,6.919009011
FENSAL,9.8504171,306.7827529,1942.269773,2.18E-05,3.93E-06,5.535433193
FENSAL,9.8504171,307.3390226,2233.662707,2.50E-05,2.87E-06,8.703498962
FENSAL,9.8504171,307.8952923,2284.973081,1.65E-05,2.73E-06,6.022009413
FENSAL,9.8504171,308.451562,4557.649158,4.01E-05,5.83E-07,68.81572914
FENSAL,9.8504171,309.0078317,6110.787339,4.40E-05,3.02E-07,145.4968182
FENSAL,9.8504171,309.5641014,4629.789203,3.33E-05,5.63E-07,59.24045262
FENSAL,9.8504171,310.1203711,3656.942525,3.22E-05,9.54E-07,33.73720169
FENSAL,9.8504171,310.6766408,2886.196915,2.77E-05,1.62E-06,17.10440378
FENSAL,9.8504171,311.2329105,2622.372451,6.30E-06,2.01E-06,3.135203144
FENSAL,9.8504171,311.7891802,2749.237899,1.32E-05,1.81E-06,7.306721168
FENSAL,9.8504171,312.3454499,2715.31882,8.70E-06,1.86E-06,4.679250984
FENSAL,9.8504171,312.9017196,2804.479181,3.37E-05,1.73E-06,19.48202991
FENSAL,9.8504171,313.4579893,5050.402564,2.02E-05,4.63E-07,43.61233443
FENSAL,9.8504171,314.014259,3550.137874,2.27E-05,1.02E-06,22.29103746
FENSAL,9.8504171,314.5705287,3310.399326,1.32E-05,1.19E-06,11.10974643
FENSAL,9.8504171,315.1267984,3994.680072,3.83E-05,7.83E-07,48.98923109
FENSAL,9.8504171,315.6830682,2565.906538,2.26E-05,2.11E-06,10.71349788
FENSAL,9.8504171,316.2393379,2928.04718,4.45E-05,1.57E-06,28.37406082
FENSAL,9.8504171,316.7956076,3814.762191,2.44E-05,8.68E-07,28.13275828
FENSAL,9.8504171,317.3518773,5027.895623,2.01E-05,4.68E-07,42.98623279
FENSAL,9.8504171,317.908147,8943.084083,2.15E-05,1.29E-07,166.4113099
FENSAL,9.8504171,318.4644167,20722.27838,8.29E-05,1.97E-08,4212.673729
FENSAL,9.8504171,319.0206864,9194.191271,2.21E-05,1.21E-07,182.0194156
FENSAL,9.8504171,319.5769561,9361.243277,4.49E-05,1.16E-07,385.8912772
FENSAL,9.8504171,320.1332258,10774.2092,4.31E-05,8.50E-08,506.9196667
FENSAL,9.8504171,327.9210016,2781.163956,5.56E-05,1.76E-06,31.60421567
FENSAL,9.8504171,328.4772713,3118.368787,2.00E-05,1.36E-06,14.64878477
FENSAL,9.8504171,329.033541,4149.76791,3.65E-05,7.19E-07,50.80028827
FENSAL,9.8504171,329.5898108,5213.541979,5.84E-05,4.31E-07,135.3527607
FENSAL,9.8504171,330.1460805,13712.34397,5.48E-05,4.96E-08,1106.599686
FENSAL,9.8504171,330.7023502,7724.693056,3.71E-05,1.79E-07,207.1515315
FENSAL,9.8504171,331.2586199,6004.183398,1.92E-05,3.15E-07,61.08380035
FENSAL,9.8504171,331.8148896,5366.916721,2.58E-05,4.04E-07,63.71722996
FENSAL,9.8504171,332.3711593,4615.935927,4.80E-05,5.66E-07,84.74337957
FENSAL,9.8504171,332.927429,4463.311327,5.36E-05,6.11E-07,87.69559558
FENSAL,9.8504171,333.4836987,3190.254396,1.28E-05,1.29E-06,9.856571119
FENSAL,9.8504171,335.7087775,2263.248982,5.40E-06,2.79E-06,1.946204992
FENSAL,9.8504171,336.2650472,2473.58597,7.90E-06,2.29E-06,3.460011876
FENSAL,9.8504171,336.8213169,2644.896749,6.30E-06,1.97E-06,3.223227105
FENSAL,9.8504171,337.3775866,3142.546762,1.51E-05,1.34E-06,11.26476951
FENSAL,9.8504171,337.9338563,3483.518376,3.90E-05,1.06E-06,36.68876156
FENSAL,9.8504171,338.490126,4314.090989,4.14E-05,6.59E-07,62.84298
FENSAL,9.8504171,339.0463957,5753.212547,4.60E-05,3.46E-07,132.9937946
FENSAL,9.8504171,339.6026654,3457.487212,2.03E-05,1.08E-06,18.79439373
FENSAL,9.8504171,340.1589351,4565.861902,1.68E-05,5.80E-07,28.97637053
FENSAL,9.8504171,340.7152048,3092.361997,7.40E-06,1.39E-06,5.346352445
FENSAL,10.4066868,2.503224793,6357.209868,4.07E-05,2.77E-07,146.9896807
SENKYO,10.4066868,58.13019519,10508.11244,8.41E-05,8.99E-08,934.9914993
SENKYO,10.4066868,58.6864649,3753.071948,3.00E-05,9.00E-07,33.35791975
SENKYO,10.4066868,59.2427346,4347.598236,3.83E-05,6.48E-07,59.0672225
SENKYO,10.4066868,59.79900431,5968.794625,3.34E-05,3.19E-07,104.8702827
BELET,10.4066868,79.26844395,6917.069008,1.66E-05,2.29E-07,72.44200567
BELET,10.4066868,79.82471365,4761.465349,7.60E-06,5.28E-07,14.41573153
BELET,10.4066868,80.38098335,4406.969643,7.10E-06,6.28E-07,11.22160144
BELET,10.4066868,80.93725306,3905.334737,9.40E-06,8.23E-07,11.38246376
BELET,10.4066868,82.04979247,4101.152324,1.31E-05,7.38E-07,17.78133021
BELET,10.4066868,82.60606217,3549.601753,5.70E-06,1.02E-06,5.570035395
BELET,10.4066868,83.16233187,2446.766014,1.17E-05,2.34E-06,5.010034074
BELET,10.4066868,83.71860158,2679.042216,4.30E-06,1.91E-06,2.239934005
BELET,10.4066868,84.27487128,3000.329842,2.40E-06,1.49E-06,1.616054634
BELET,10.4066868,84.83114099,3679.389979,2.90E-06,9.41E-07,3.128388183
BELET,10.4066868,95.40026536,3885.107206,1.55E-05,8.33E-07,18.65450107
BELET,10.4066868,95.95653507,2715.43401,1.74E-05,1.86E-06,9.35978707
BELET,10.4066868,96.51280477,3197.439999,6.80E-06,1.29E-06,5.292559944
SHANGRILA,10.4066868,162.1526298,4324.900452,2.08E-05,6.55E-07,31.67709353
SHANGRILA,10.4066868,196.0850818,2884.090405,4.14E-05,1.62E-06,25.50929299
SHANGRILA,10.4066868,196.6413515,3312.133513,2.65E-05,1.19E-06,22.25719912
SHANGRILA,10.4066868,197.1976212,5703.073513,8.45E-05,3.53E-07,239.4990814
SHANGRILA,10.4066868,197.7538909,2399.302702,1.89E-05,2.45E-06,7.725420748
SHANGRILA,10.4066868,198.3101606,2787.907081,3.12E-05,1.75E-06,17.79819827
SHANGRILA,10.4066868,198.8664303,4172.315161,2.34E-05,7.10E-07,32.89957692
SHANGRILA,10.4066868,199.4227,3847.087654,3.39E-05,8.52E-07,39.75385177
SHANGRILA,10.4066868,199.9789697,5140.299473,4.52E-05,4.45E-07,101.5872272
SHANGRILA,10.4066868,200.5352394,3976.760028,3.82E-05,7.91E-07,48.28130699
SHANGRILA,10.4066868,209.4355547,6732.263955,8.22E-05,2.43E-07,337.6473023
SHANGRILA,10.4066868,217.7796002,3580.195042,3.69E-05,1.00E-06,36.91155522
FENSAL,10.4066868,279.5255374,6030.440584,3.86E-05,3.11E-07,123.905734
FENSAL,10.4066868,280.0818071,5064.127139,3.24E-05,4.60E-07,70.39552452
FENSAL,10.4066868,280.6380768,3949.297096,6.30E-06,8.03E-07,7.868360949
FENSAL,10.4066868,281.1943465,4800.67851,2.30E-05,5.19E-07,44.41093138
FENSAL,10.4066868,281.7506162,6585.506119,3.69E-05,2.56E-07,144.1789472
FENSAL,10.4066868,282.3068859,4917.476261,3.15E-05,4.92E-07,64.00693173
FENSAL,10.4066868,290.0946618,2689.672253,2.58E-05,1.90E-06,13.613015
FENSAL,10.4066868,290.6509315,2257.734811,1.99E-05,2.81E-06,7.079950105
FENSAL,10.4066868,291.2072012,2118.266406,3.90E-05,3.24E-06,12.0423529
FENSAL,10.4066868,291.7634709,2269.347882,2.00E-05,2.77E-06,7.198529883
FENSAL,10.4066868,292.3197406,2312.822317,1.67E-05,2.66E-06,6.26288596
FENSAL,10.4066868,293.43228,2532.666733,1.01E-05,2.17E-06,4.668478112
FENSAL,10.4066868,293.9885497,2288.31797,9.20E-06,2.72E-06,3.361442325
FENSAL,10.4066868,294.5448194,2136.945373,1.20E-05,3.17E-06,3.770731721
FENSAL,10.4066868,295.1010891,2064.324088,1.49E-05,3.43E-06,4.334682557
FENSAL,10.4066868,295.6573588,1947.665348,2.49E-05,3.91E-06,6.383282108
FENSAL,10.4066868,296.2136285,2573.675184,2.26E-05,2.09E-06,10.81886715
FENSAL,10.4066868,296.7698982,2937.294812,3.05E-05,1.56E-06,19.61303869
FENSAL,10.4066868,297.3261679,2061.732116,1.81E-05,3.44E-06,5.276439306
FENSAL,10.4066868,297.8824376,2565.412982,3.28E-05,2.11E-06,15.5735665
FENSAL,10.4066868,298.4387073,2673.947167,2.99E-05,1.92E-06,15.58320234
FENSAL,10.4066868,298.994977,3531.342299,3.96E-05,1.03E-06,38.34463244
FENSAL,10.4066868,299.5512467,2605.70595,2.08E-05,2.04E-06,10.23716967
FENSAL,10.4066868,300.1075164,2229.608784,2.14E-05,2.89E-06,7.416396936
FENSAL,10.4066868,300.6637861,2356.036325,2.64E-05,2.55E-06,10.34400202
FENSAL,10.4066868,301.2200558,2294.055884,1.84E-05,2.71E-06,6.777613669
FENSAL,10.4066868,301.7763256,2508.245827,3.01E-05,2.22E-06,13.57292228
FENSAL,10.4066868,302.3325953,3017.368212,1.69E-05,1.47E-06,11.52168766
FENSAL,10.4066868,302.888865,2681.89657,2.57E-05,1.91E-06,13.48601701
FENSAL,10.4066868,303.4451347,3498.088544,3.36E-05,1.05E-06,31.87534346
FENSAL,10.4066868,304.0014044,2975.709067,4.05E-05,1.51E-06,26.74973418
FENSAL,10.4066868,304.5576741,2354.360806,2.26E-05,2.56E-06,8.845890291
FENSAL,10.4066868,305.1139438,2160.319325,1.04E-05,3.10E-06,3.347915778
FENSAL,10.4066868,305.6702135,2657.144905,1.49E-05,1.95E-06,7.634204482
FENSAL,10.4066868,306.2264832,2322.21035,1.86E-05,2.63E-06,7.050626127
FENSAL,10.4066868,306.7827529,2353.895198,2.64E-05,2.56E-06,10.31359932
FENSAL,10.4066868,307.3390226,5517.001578,5.30E-05,3.80E-07,139.3370044
FENSAL,10.4066868,307.8952923,3651.201169,2.92E-05,9.57E-07,30.51456569
FENSAL,10.4066868,308.451562,3894.166091,3.43E-05,8.29E-07,41.35051644
FENSAL,10.4066868,309.0078317,9239.873548,5.17E-05,1.20E-07,431.5818918
FENSAL,10.4066868,309.5641014,10902.851,4.36E-05,8.28E-08,526.7777102
FENSAL,10.4066868,310.1203711,6647.741963,4.79E-05,2.50E-07,191.1047474
FENSAL,10.4066868,310.6766408,3116.151585,1.50E-05,1.36E-06,10.96131869
FENSAL,10.4066868,311.2329105,3247.557942,2.86E-05,1.24E-06,22.97098295
FENSAL,10.4066868,311.7891802,3249.842444,2.34E-05,1.24E-06,18.83727663
FENSAL,10.4066868,312.3454499,3549.139255,3.98E-05,1.02E-06,38.97380366
FENSAL,10.4066868,312.9017196,3742.674769,3.59E-05,9.06E-07,39.67159663
FENSAL,10.4066868,313.4579893,5741.12309,4.59E-05,3.48E-07,132.091151
FENSAL,10.4066868,314.014259,8568.08447,4.80E-05,1.42E-07,338.0107807
FENSAL,10.4066868,315.1267984,4437.767222,3.55E-05,6.19E-07,57.38739554
FENSAL,10.4066868,315.6830682,3035.702287,2.67E-05,1.45E-06,18.46410158
FENSAL,10.4066868,316.2393379,6634.646851,4.25E-05,2.52E-07,168.7899353
FENSAL,10.4066868,318.4644167,23659.1614,1.89E-05,1.46E-08,1294.029803
FENSAL,10.4066868,319.0206864,18370.4135,2.94E-05,2.58E-08,1140.870765
FENSAL,10.4066868,319.5769561,5245.178772,2.10E-05,4.26E-07,49.29641736
FENSAL,10.4066868,320.1332258,4217.415619,2.70E-05,6.93E-07,38.93131875
FENSAL,10.4066868,327.9210016,2774.947445,4.00E-05,1.77E-06,22.59077841
FENSAL,10.4066868,328.4772713,3047.255726,5.12E-05,1.43E-06,35.685827
FENSAL,10.4066868,329.033541,3257.655199,3.39E-05,1.24E-06,27.42174239
FENSAL,10.4066868,329.5898108,6000.744459,4.80E-05,3.15E-07,152.4265193
FENSAL,10.4066868,330.1460805,14183.89842,5.67E-05,4.60E-08,1234.609729
FENSAL,10.4066868,330.7023502,24608.75358,7.87E-05,1.34E-08,5879.413685
FENSAL,10.4066868,331.8148896,30011.84065,0.0001441,8.59E-09,16769.01426
FENSAL,10.4066868,332.3711593,9742.733426,3.90E-05,1.06E-07,365.9700739
FENSAL,10.4066868,332.927429,10740.54497,6.87E-05,8.56E-08,802.8956063
FENSAL,10.4066868,333.4836987,11947.89779,5.91E-05,6.75E-08,875.5449324
FENSAL,10.4066868,335.7087775,3903.524665,4.68E-05,8.24E-07,56.82696424
FENSAL,10.4066868,336.2650472,2834.990733,1.81E-05,1.69E-06,10.76086891
FENSAL,10.4066868,336.8213169,4710.538968,7.50E-06,5.41E-07,13.92250811
FENSAL,10.4066868,337.3775866,9607.604241,5.38E-05,1.10E-07,489.706487
FENSAL,10.4066868,337.9338563,4299.138791,1.72E-05,6.64E-07,25.8918984
FENSAL,10.4066868,338.490126,3683.452113,5.90E-06,9.39E-07,6.279167275
FENSAL,10.4066868,339.0463957,3867.79662,1.55E-05,8.41E-07,18.38674793
FENSAL,10.4066868,339.6026654,3338.162354,1.60E-05,1.17E-06,13.6970815
FENSAL,10.4066868,340.1589351,2410.817534,5.80E-06,2.42E-06,2.387809671
FENSAL,10.9629564,2.503224793,3317.172926,1.33E-05,1.19E-06,11.18351116
SENKYO,10.9629564,58.13019519,10183.95855,6.52E-05,9.64E-08,675.8362342
SENKYO,10.9629564,58.6864649,4514.21149,2.89E-05,5.95E-07,48.51994563
SENKYO,10.9629564,59.2427346,3718.617584,2.68E-05,9.19E-07,29.13896251
BELET,10.9629564,79.82471365,6313.175604,1.51E-05,2.81E-07,53.79745519
BELET,10.9629564,80.38098335,2986.39155,1.79E-05,1.50E-06,11.93283057
BELET,10.9629564,80.93725306,2887.020224,1.02E-05,1.62E-06,6.274119498
BELET,10.9629564,81.49352276,3511.283046,1.15E-05,1.04E-06,11.03329419
BELET,10.9629564,82.04979247,4137.13803,1.17E-05,7.24E-07,16.15940844
BELET,10.9629564,82.60606217,3016.572425,4.80E-06,1.47E-06,3.289100921
BELET,10.9629564,83.16233187,3066.31005,9.80E-06,1.41E-06,6.935869192
BELET,10.9629564,83.71860158,2553.6369,8.20E-06,2.13E-06,3.835827976
BELET,10.9629564,84.27487128,3459.482453,1.11E-05,1.08E-06,10.25014341
BELET,10.9629564,95.40026536,5462.472828,6.80E-06,3.89E-07,17.49019812
BELET,10.9629564,95.95653507,3093.512549,9.90E-06,1.39E-06,7.137060457
BELET,10.9629564,96.51280477,2853.924354,6.80E-06,1.66E-06,4.123230374
SHANGRILA,10.9629564,196.0850818,5820.789708,1.70E-05,3.37E-07,50.43809969
SHANGRILA,10.9629564,217.7796002,5841.62459,3.51E-05,3.34E-07,104.9807238
FENSAL,10.9629564,279.5255374,15260.89691,3.66E-05,3.90E-08,938.8216364
FENSAL,10.9629564,280.0818071,6263.295567,2.00E-05,2.86E-07,70.03752665
FENSAL,10.9629564,280.6380768,4613.174707,2.58E-05,5.67E-07,45.54273738
FENSAL,10.9629564,281.1943465,4710.879698,5.28E-05,5.41E-07,97.48038133
FENSAL,10.9629564,281.7506162,3727.428479,3.58E-05,9.14E-07,39.15076984
FENSAL,10.9629564,282.3068859,2658.858923,3.83E-05,1.95E-06,19.67183788
FENSAL,10.9629564,282.8631556,2270.572308,2.72E-05,2.77E-06,9.833334592
FENSAL,10.9629564,283.4194253,1990.374079,3.03E-05,3.72E-06,8.131602184
FENSAL,10.9629564,283.975695,2279.562035,2.74E-05,2.75E-06,9.959937774
FENSAL,10.9629564,284.5319647,2774.849207,2.22E-05,1.77E-06,12.54899434
FENSAL,10.9629564,285.0882344,3869.412512,6.20E-06,8.41E-07,7.36465131
FENSAL,10.9629564,285.6445041,3592.969981,1.15E-05,9.92E-07,11.58676978
FENSAL,10.9629564,289.5383921,3080.912146,1.97E-05,1.40E-06,14.08674563
FENSAL,10.9629564,290.0946618,2205.140461,3.53E-05,2.96E-06,11.92686406
FENSAL,10.9629564,290.6509315,2464.231034,3.75E-05,2.31E-06,16.23467608
FENSAL,10.9629564,291.2072012,2345.985784,3.19E-05,2.58E-06,12.38792904
FENSAL,10.9629564,291.7634709,2412.938371,1.93E-05,2.42E-06,7.982056798
FENSAL,10.9629564,292.3197406,2085.587744,2.17E-05,3.35E-06,6.472423059
FENSAL,10.9629564,292.8760103,1949.982777,1.87E-05,3.90E-06,4.805928296
FENSAL,10.9629564,293.43228,2144.491918,1.03E-05,3.15E-06,3.269154408
FENSAL,10.9629564,293.9885497,1968.785401,1.26E-05,3.81E-06,3.305054747
FENSAL,10.9629564,294.5448194,2217.912777,1.06E-05,2.92E-06,3.645590146
FENSAL,10.9629564,295.1010891,2456.170993,7.90E-06,2.32E-06,3.38176624
FENSAL,10.9629564,295.6573588,2262.19152,9.00E-06,2.79E-06,3.238771158
FENSAL,10.9629564,296.2136285,2363.938365,9.50E-06,2.53E-06,3.734551426
FENSAL,10.9629564,296.7698982,2492.780947,1.79E-05,2.25E-06,7.982312832
FENSAL,10.9629564,297.3261679,2303.057066,2.03E-05,2.68E-06,7.550497005
FENSAL,10.9629564,299.5512467,3363.056553,3.23E-05,1.15E-06,28.06108775
FENSAL,10.9629564,300.1075164,4252.490636,3.40E-05,6.81E-07,49.98668187
FENSAL,10.9629564,300.6637861,4790.022547,4.22E-05,5.21E-07,80.83639326
FENSAL,10.9629564,301.2200558,6924.127369,4.43E-05,2.29E-07,193.8176145
FENSAL,10.9629564,301.7763256,3852.297391,2.47E-05,8.49E-07,29.03883894
FENSAL,10.9629564,302.3325953,2983.351135,2.39E-05,1.50E-06,15.86634178
FENSAL,10.9629564,302.888865,3171.716044,4.82E-05,1.31E-06,36.75490448
FENSAL,10.9629564,303.4451347,2650.565386,1.91E-05,1.96E-06,9.736937521
FENSAL,10.9629564,304.0014044,2529.324047,1.01E-05,2.18E-06,4.648559521
FENSAL,10.9629564,304.5576741,2444.664078,2.54E-05,2.35E-06,10.82491211
FENSAL,10.9629564,305.1139438,2132.195233,1.54E-05,3.19E-06,4.813280806
FENSAL,10.9629564,305.6702135,2457.094143,2.16E-05,2.32E-06,9.311178733
FENSAL,10.9629564,306.2264832,3034.221168,3.16E-05,1.45E-06,21.7867618
FENSAL,10.9629564,306.7827529,3622.700376,3.48E-05,9.74E-07,35.70015509
FENSAL,10.9629564,307.3390226,4894.399127,3.52E-05,4.97E-07,70.91950128
FENSAL,10.9629564,307.8952923,4475.647827,4.65E-05,6.07E-07,76.68505956
FENSAL,10.9629564,308.451562,5284.103564,5.07E-05,4.19E-07,121.1775874
FENSAL,10.9629564,309.0078317,36408.04348,5.83E-05,5.58E-09,10447.87081
FENSAL,10.9629564,309.5641014,15697.28924,5.02E-05,3.66E-08,1371.398735
FENSAL,10.9629564,310.1203711,3070.950276,1.72E-05,1.41E-06,12.19733931
FENSAL,10.9629564,310.6766408,2909.787789,2.10E-05,1.59E-06,13.17088423
FENSAL,10.9629564,311.2329105,3598.32806,1.73E-05,9.89E-07,17.46420705
FENSAL,10.9629564,311.7891802,3351.304586,2.95E-05,1.16E-06,25.43279539
FENSAL,10.9629564,312.3454499,3930.252786,2.52E-05,8.12E-07,30.98473017
FENSAL,10.9629564,312.9017196,4463.786249,4.64E-05,6.11E-07,76.02903706
FENSAL,10.9629564,313.4579893,5802.974746,6.50E-05,3.39E-07,191.4557846
FENSAL,10.9629564,314.014259,21314.30295,8.53E-05,1.85E-08,4614.920304
FENSAL,10.9629564,319.0206864,8414.165711,4.71E-05,1.48E-07,318.7445323
FENSAL,10.9629564,319.5769561,5602.930299,2.24E-05,3.67E-07,61.035946
FENSAL,10.9629564,320.1332258,5603.99022,4.48E-05,3.67E-07,122.1466724
FENSAL,10.9629564,329.033541,3133.764745,1.75E-05,1.35E-06,13.0236997
FENSAL,10.9629564,329.5898108,4731.711016,3.79E-05,5.36E-07,70.6305982
FENSAL,10.9629564,330.1460805,6901.350346,2.76E-05,2.30E-07,119.850673
FENSAL,10.9629564,330.7023502,5830.454811,5.13E-05,3.36E-07,152.7480616
FENSAL,10.9629564,331.8148896,11927.21024,4.77E-05,6.77E-08,704.5081178
FENSAL,10.9629564,332.3711593,5987.539268,5.27E-05,3.17E-07,166.4775606
FENSAL,10.9629564,332.927429,10025.68838,7.22E-05,9.99E-08,722.7217856
FENSAL,10.9629564,333.4836987,7695.203566,9.17E-05,1.81E-07,508.0094997
FENSAL,10.9629564,335.7087775,4042.718431,3.56E-05,7.62E-07,46.67878299
FENSAL,10.9629564,336.2650472,2945.213497,9.40E-06,1.55E-06,6.087612301
FENSAL,10.9629564,336.8213169,4149.899805,1.99E-05,7.19E-07,27.71209779
FENSAL,10.9629564,337.9338563,5855.329413,4.68E-05,3.33E-07,140.7890434
FENSAL,10.9629564,338.490126,3957.297348,9.50E-06,7.99E-07,11.88012226
FENSAL,10.9629564,339.0463957,3694.793777,3.00E-06,9.32E-07,3.170988664
FENSAL,10.9629564,339.6026654,3516.666849,2.53E-05,1.04E-06,24.32001078
FENSAL,11.5192261,2.503224793,3537.194698,2.55E-05,1.03E-06,24.78262519
FENSAL,11.5192261,5.840843017,3029.748768,1.45E-05,1.45E-06,10.00752242
BELET,11.5192261,82.04979247,4148.354832,9.20E-06,7.19E-07,12.84107852
BELET,11.5192261,82.60606217,4481.756501,3.60E-06,6.05E-07,5.924956136
BELET,11.5192261,83.16233187,4171.293206,1.67E-05,7.11E-07,23.48106916
BELET,11.5192261,83.71860158,4434.078979,3.50E-06,6.20E-07,5.723312716
BELET,11.5192261,94.28772596,8607.979575,1.59E-05,1.40E-07,113.1238128
BELET,11.5192261,94.84399566,4225.522566,2.79E-05,6.90E-07,40.39194438
BELET,11.5192261,95.40026536,4199.626455,1.68E-05,7.00E-07,24.00136362
BELET,11.5192261,95.95653507,2587.149297,1.45E-05,2.07E-06,7.002111428
BELET,11.5192261,96.51280477,2719.556348,4.40E-06,1.85E-06,2.351466856
BELET,11.5192261,97.06907448,2937.911289,4.70E-06,1.56E-06,3.019441374
SHANGRILA,11.5192261,162.1526298,3471.553877,2.56E-05,1.07E-06,23.85265779
SHANGRILA,11.5192261,162.7088995,5372.038352,3.39E-05,4.03E-07,84.13329451
SHANGRILA,11.5192261,196.0850818,3014.458927,2.86E-05,1.47E-06,19.44131871
SHANGRILA,11.5192261,207.7667456,8072.959161,5.81E-05,1.62E-07,358.4119208
SHANGRILA,11.5192261,217.7796002,8056.448967,9.19E-05,1.63E-07,564.2390203
FENSAL,11.5192261,248.9307037,4628.443455,6.29E-05,5.63E-07,111.7933669
FENSAL,11.5192261,249.4869734,5797.159801,5.10E-05,3.40E-07,149.9420784
FENSAL,11.5192261,250.0432431,5108.467415,6.13E-05,4.52E-07,135.7699222
FENSAL,11.5192261,250.5995128,7265.927317,6.98E-05,2.05E-07,339.8070816
FENSAL,11.5192261,251.1557825,5012.964417,1.60E-05,4.71E-07,34.05945694
FENSAL,11.5192261,251.7120522,7670.479814,0.000107,1.82E-07,588.7161285
FENSAL,11.5192261,255.6059401,4893.226704,3.52E-05,4.97E-07,70.86451166
FENSAL,11.5192261,256.1622098,4094.367325,3.28E-05,7.41E-07,44.2156667
FENSAL,11.5192261,256.7184795,4385.359587,1.75E-05,6.35E-07,27.61107319
FENSAL,11.5192261,279.5255374,10218.95582,1.64E-05,9.57E-08,170.8460849
FENSAL,11.5192261,280.0818071,10593.12016,8.50E-06,8.83E-08,95.97017195
FENSAL,11.5192261,280.6380768,13668.06038,4.37E-05,4.99E-08,876.0571604
FENSAL,11.5192261,281.1943465,10832.72816,8.70E-06,8.40E-08,103.1775366
FENSAL,11.5192261,281.7506162,4844.554446,2.71E-05,5.08E-07,53.36158878
FENSAL,11.5192261,282.3068859,5105.09954,2.04E-05,4.52E-07,45.1601178
FENSAL,11.5192261,282.8631556,4876.768416,1.95E-05,5.01E-07,38.94208317
FENSAL,11.5192261,283.4194253,3391.101344,2.44E-05,1.13E-06,21.61932559
FENSAL,11.5192261,283.975695,2990.800847,1.67E-05,1.50E-06,11.19647884
FENSAL,11.5192261,284.5319647,2513.665085,3.82E-05,2.21E-06,17.31291696
FENSAL,11.5192261,285.0882344,2707.25892,3.68E-05,1.87E-06,19.69633977
FENSAL,11.5192261,285.6445041,2506.652986,3.01E-05,2.22E-06,13.54503696
FENSAL,11.5192261,286.2007738,2629.014434,3.58E-05,2.00E-06,17.9122476
FENSAL,11.5192261,286.7570435,2472.499858,2.77E-05,2.29E-06,12.09283497
FENSAL,11.5192261,287.3133132,2600.589101,1.25E-05,2.05E-06,6.103337681
FENSAL,11.5192261,287.869583,2731.938555,1.09E-05,1.83E-06,5.965763597
